ppname,ANS.p_correct,CANCELLATION_MARKED.bestR,CANCELLATION_MARKED.interdist,CANCELLATION_MARKED.intersect_rate,CANCELLATION_MARKED.intertime,CANCELLATION_UNMARKED.intertime,CATTELL_1.n_correct,CATTELL_2.n_correct,DEPRIVATION.IDACI_Rank,DEPRIVATION.Index_of_Multiple_Deprivation_Rank,DIGIT_SPAN.n_correct,DOT_MATRIX.n_correct,GONOGO.dprime,QUESTIONNAIRE_1.Q10_RT,QUESTIONNAIRE_1.Q10_resp,QUESTIONNAIRE_1.Q11_RT,QUESTIONNAIRE_1.Q11_resp,QUESTIONNAIRE_1.Q12_RT,QUESTIONNAIRE_1.Q12_resp,QUESTIONNAIRE_1.Q13_RT,QUESTIONNAIRE_1.Q13_resp,QUESTIONNAIRE_1.Q14_RT,QUESTIONNAIRE_1.Q14_resp,QUESTIONNAIRE_1.Q15_RT,QUESTIONNAIRE_1.Q15_resp,QUESTIONNAIRE_1.Q16_RT,QUESTIONNAIRE_1.Q16_resp,QUESTIONNAIRE_1.Q17_RT,QUESTIONNAIRE_1.Q17_resp,QUESTIONNAIRE_1.Q18_RT,QUESTIONNAIRE_1.Q18_resp,QUESTIONNAIRE_1.Q19_RT,QUESTIONNAIRE_1.Q19_resp,QUESTIONNAIRE_1.Q1_RT,QUESTIONNAIRE_1.Q1_resp,QUESTIONNAIRE_1.Q2_RT,QUESTIONNAIRE_1.Q2_resp,QUESTIONNAIRE_1.Q3_RT,QUESTIONNAIRE_1.Q3_resp,QUESTIONNAIRE_1.Q4_RT,QUESTIONNAIRE_1.Q4_resp,QUESTIONNAIRE_1.Q5_RT,QUESTIONNAIRE_1.Q5_resp,QUESTIONNAIRE_1.Q6_RT,QUESTIONNAIRE_1.Q6_resp,QUESTIONNAIRE_1.Q7_RT,QUESTIONNAIRE_1.Q7_resp,QUESTIONNAIRE_1.Q8_RT,QUESTIONNAIRE_1.Q8_resp,QUESTIONNAIRE_1.Q9_RT,QUESTIONNAIRE_1.Q9_resp,QUESTIONNAIRE_2.Q10_RT,QUESTIONNAIRE_2.Q10_resp,QUESTIONNAIRE_2.Q11_RT,QUESTIONNAIRE_2.Q11_resp,QUESTIONNAIRE_2.Q12_RT,QUESTIONNAIRE_2.Q12_resp,QUESTIONNAIRE_2.Q13_RT,QUESTIONNAIRE_2.Q13_resp,QUESTIONNAIRE_2.Q14_RT,QUESTIONNAIRE_2.Q14_resp,QUESTIONNAIRE_2.Q15_RT,QUESTIONNAIRE_2.Q15_resp,QUESTIONNAIRE_2.Q16_RT,QUESTIONNAIRE_2.Q16_resp,QUESTIONNAIRE_2.Q1_RT,QUESTIONNAIRE_2.Q1_resp,QUESTIONNAIRE_2.Q2_RT,QUESTIONNAIRE_2.Q2_resp,QUESTIONNAIRE_2.Q3_RT,QUESTIONNAIRE_2.Q3_resp,QUESTIONNAIRE_2.Q4_RT,QUESTIONNAIRE_2.Q4_resp,QUESTIONNAIRE_2.Q5_RT,QUESTIONNAIRE_2.Q5_resp,QUESTIONNAIRE_2.Q6_RT,QUESTIONNAIRE_2.Q6_resp,QUESTIONNAIRE_2.Q7_RT,QUESTIONNAIRE_2.Q7_resp,QUESTIONNAIRE_2.Q8_RT,QUESTIONNAIRE_2.Q8_resp,QUESTIONNAIRE_2.Q9_RT,QUESTIONNAIRE_2.Q9_resp,QUESTIONNAIRE_3.Q10_RT,QUESTIONNAIRE_3.Q10_resp,QUESTIONNAIRE_3.Q11_RT,QUESTIONNAIRE_3.Q11_resp,QUESTIONNAIRE_3.Q12_RT,QUESTIONNAIRE_3.Q12_resp,QUESTIONNAIRE_3.Q1_RT,QUESTIONNAIRE_3.Q1_resp,QUESTIONNAIRE_3.Q2_RT,QUESTIONNAIRE_3.Q2_resp,QUESTIONNAIRE_3.Q3_RT,QUESTIONNAIRE_3.Q3_resp,QUESTIONNAIRE_3.Q4_RT,QUESTIONNAIRE_3.Q4_resp,QUESTIONNAIRE_3.Q5_RT,QUESTIONNAIRE_3.Q5_resp,QUESTIONNAIRE_3.Q6_RT,QUESTIONNAIRE_3.Q6_resp,QUESTIONNAIRE_3.Q7_RT,QUESTIONNAIRE_3.Q7_resp,QUESTIONNAIRE_3.Q8_RT,QUESTIONNAIRE_3.Q8_resp,QUESTIONNAIRE_3.Q9_RT,QUESTIONNAIRE_3.Q9_resp,READING.n_correct,SUMS.n_correct
273,0.5344827586,0.2247223502,355.1207954326,0.25,0.433,0.697,6,7,18774,18535,8,6,2.70132177,11.068,3,8.8004,2,6.7003,1,7.0661,0.5041876,8.4329,1,5.8001,0.2430905,4.3665,0.7619347,4.5669,0.01193467,3.9002,0.758794,3.867,0.7405779,13.8677,0.5050949,9.7673,0.2437186,13.2668,0.4962312,7.4669,0.9886935,20.2345,2,9.8005,0,11.9339,0,5.9331,0,8.3004,0,7.534,0,5.567,0.2123116,4.901,0.3429648,6.234,0.3306114,4.133,0.133794,5.8,1,6.533,0.944933,5.533,0.9321608,6.767,1,7.433,1,6.566,1,4.867,0.02345059,5.634,0.2003769,4.167,0.3190955,3.767,0,4.034,0.008165829,12.634,0.07977387,23.5,0.02324121,8.101,2,8.367,1,8.501,0.06469849,14.967,1,9.867,0.06030151,8.9,2,13.468,0.2493719,25.568,0.1048995,23.735,0.004815745,33.068,0.1758794,77,37
274,0.5689655172,0.8013683687,291.8964838755,0.15,0.765,0.6665,2,9,1180,6203,6,3,3.461518207,10.4671,2,8.367,2,7.8338,1,7.4337,0.004396985,6.967,0,7.8337,0.9893216,4.1335,0.4918342,7.1004,0.508794,7.6338,0.7550251,4.367,0.7311558,13.0339,0.7523032,15.434,0.2449749,12.2001,1,9.6337,0.4886935,17.1345,4,10.2005,0,11.6328,0,6.4673,2,9.5006,3,8.1,1,6.901,0.02324121,7.667,0.3008794,11.301,0.3423367,4.9,0.682789,3.767,0.9962311,12.201,1,6.367,0.6683417,9.834,0.6714824,10.367,0.1765075,11.468,0.6564071,16.334,0.9880653,13.534,0.9610553,9.333,0.9949749,9.034,0.3649498,7.234,0,13.634,1,16.934,1,8.634,0,5.767,0.3530151,6.167,1,30.669,1,14.134,1,20.301,1.486181,14.934,1,15.567,0.9817839,13.367,0,14.868,1,35,22
275,0.6465517241,0.6918358989,280.3310380428,0.05,0.467,0.4,3,5,2832,4665,12,5,3.373464752,9.867,1,10.334,2,13.9007,1,12.2338,0.7688442,7.7341,1,11.2009,0.245603,6.9338,0.5069095,4.1337,0.251675,6.666,0.1532663,3.367,0.2204774,21.2011,0.7562814,17.5671,1,12.9337,0.5,11.2673,0.2581658,19.5678,4,8.6669,0,8.4339,0,5.4667,0,10.1993,3,5.267,1,6.934,0.3297739,6.5,0.5081658,6.534,0.01067839,3.967,0.3312395,7.301,1,7.667,0.9061976,5.935,0.991206,8.098,0.980737,10.1,0.798995,6.834,0.9271357,6.5,1,8.367,0.5020938,5.667,0.9949749,6.601,0.186139,6.834,0.6934673,11.467,1,18.334,0.173995,8.367,2,9.001,1,7,0,18.401,0.5,10.3,0,9.768,2,28.169,1,13.167,0.9981156,28.502,0.0519263,14.801,0.3285176,13,26
276,0.5603448276,0.9150211848,379.6334626783,0.225,1.129,0.9505,2,7,27384,30525,9,3,NaN,15.0338,1,6.367,2,8.6677,1,13.134,0.5,6.3668,1,10.6339,0.7581658,7.334,0.5,NaN,NaN,NaN,NaN,NaN,NaN,10.534,0.7569095,22.7013,0.1042714,10.3006,0.04271357,90.455,0.5,21.9682,4,9.2002,0,7.7671,0,5.2005,0,18.2342,1,6,0.3354271,5.633,0.6683417,4.6,0.5301508,6.167,0.6501256,6.5,0.3316583,7.8,0.6767169,11.034,0.6595477,15.568,0.3461055,7.2,0.6551508,6.068,0.9974874,9.068,0.5251256,10.868,0.3404523,10.2668,0.3190955,9.934,0,7.567,0.6614321,7.034,0,17.868,0.1149497,99.64,0.02910385,6,0,7.234,0.6526382,9.467,0.3329146,15.734,0.1721106,40.802,0.00942211,34.336,0.9748744,18.5,0.1538945,22.402,0.06134841,24.601,0.006281407,15.634,0.09798995,57,26
277,0.6379310345,0.7133784768,288.8888261202,0.0731707317,0.433,0.7,6,5,20699,24800,12,5,3.4720520552,9.2003,2,8.3338,2,6.7337,1,7.2007,1,5.734,0.2613065,8.6006,0.2342965,3.867,1,6.134,0.5219849,5.3671,0.9359297,6.8336,0.4987437,13.3673,1,11.2679,0.4413736,9.7336,0.2518844,7.4669,0.7476968,23.0677,3,10.9008,0,7.4339,0,7.8676,0,7.0669,3,6.501,0.654732,8.367,0.4120603,3.3,0.6585009,6.534,0.3396147,4.866,0.01570352,5.701,1,6.7,1,5.1,1,8.267,1,10.701,1,10.167,0.9880653,7.1,0.1425879,7.534,0.0169598,4.401,0.3285176,4.8,0.1890704,5.134,0.6796482,11.4,1,19.035,0,9.167,0,6.267,1,3.801,0.1702261,14.467,0.0508794,10.134,0.06909548,8.6,0.5100502,11.534,0.951005,13.135,0.4922529,16.901,0.1559883,14.234,0.02889447,59,54
278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10101,11960,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
279,0.7413793103,0.761294554,363.2048950985,0.2666666667,0.6,0.768,9,5,31742,32361,15,10,4.0953206107,19.9678,2,9.1336,2,8.5003,1,11.001,0.5,7.9672,1,6.567,0.75,8.1662,0.01444724,12.9676,0.9748744,6.8672,0.01319095,5.6005,0.008165829,20.9014,1,14.7675,0.5,22.6676,1,13.4007,0.1570352,34.5019,3,8.3672,0,7.4336,2,5.3334,2,16.9008,2,5.233,0.6582915,7.867,0.3297739,6.434,0.326005,4.933,0,13.767,0.2525126,12.067,0.9309045,9.1,0.7135679,17.035,0.7958543,7.133,0.6589196,8.7,0.2826633,6.333,0.9698492,9.168,0,8.867,0.3379397,5.467,1,7.068,0.9698492,5.167,0,15.201,0.171273,18.534,0.08479899,7.567,0,7,0.6683417,9.968,0.3379397,11.667,0.07851759,11.934,0.1708543,15.8,1.219849,22.068,0.1637353,15.201,0.6570352,17.069,0.006909548,25.601,0.006909548,47,30
280,0.7155172414,0.8067384416,276.2173933238,0.0512820513,0.367,0.567,9,9,30862,32470,15,6,3.3696121561,10.4339,1,18.4007,3,17.5347,1,9.4669,0.7453936,6.2337,1,22.868,0.006909548,4.1336,0.2707286,3.9002,1,6.967,1,3.5,0.7481156,12.9677,0.7502094,12.4338,0.2464405,12.2339,0.7502094,11.9333,0.7525126,22.9347,4,7.4334,0,6.667,0,8.7666,0,8.7007,0,7.201,0.6721106,7.501,0.1580821,8.767,0.2939698,10.467,0.4013819,12.068,0.004396985,4.533,0.9930905,5.601,1,11.367,0.3253769,8.667,0.5119347,9.534,0.3404523,6.333,0.6790201,8.299,0.3234925,6.534,0.3310302,4.967,0.3379397,8.034,0.07600503,4.966,0.3536432,11.267,0,22.667,0.5050251,7.467,2,4.934,0.9798995,7.433,0.3360553,10.267,0.995603,15.967,0.05597432,6.934,2,26.235,0.165201,23.097,0.3331937,18.001,0,15.001,0.3404523,47,37
281,0.5344827586,0.4777318787,288.6806095633,0.1025641026,0.433,0.601,5,7,26320,22243,8,0,2.5078492527,9.0001,2,8.7339,2,10.6004,1,18.8005,0.0169598,30.268,0,7.3338,1,4.3333,0.839196,7.7971,0.2443467,7.4671,0.7317839,4.8003,0.2198492,14.8343,0.9918342,10.8007,0.2497906,11.934,0.7493719,7.8669,1,18.1012,3,7.8003,0,9.4673,0,6.0348,0,10.0339,0,5.6,0.3161642,7.167,1,4.367,1,4.967,1,9.934,0.9958124,22.301,1,14.901,0.4422111,10.001,0.3582496,6.4,0.6853015,11.1678,0,8.434,1,8,0.5927554,11.401,0.6834171,10.167,0,4.267,0.06972362,3.1,0.0006281407,19.334,0.06909548,22.7,0.169598,6.9667,2,6.434,0.001256281,12.234,0.9805276,16.134,0,12.466,0,14.567,0.388191,13.367,1,16.101,0.8417085,15.801,0,15.934,0.1105528,25,65
282,0.5172413793,0.755857766,329.3531776007,0.125,0.633,0.5835,5,6,2832,3871,9,1,2.5674235569,13.5673,1,8.4341,2,10.6004,2,6.7002,0.02072864,7.7008,0.5094221,6.3335,1,3.4337,0,4.7003,0.5004188,6.1342,0.4943467,4.267,0,9.4341,0.5,10.7326,0.01005025,9.6004,0.9943467,7.1671,0.9704774,16.0343,1,11.6669,0,9.8341,0,11.034,2,15.2691,1,4.566,0,7.433,0.006281407,6,0,5.034,0.001884422,5.367,1,9.3,0.3410804,10.134,0.5,6.501,0.334799,12.068,0.6727387,7.9,0.8140703,5.767,0.3417085,45.536,0.3285176,4.6,0,3.866,0,4,0,6.967,0.005653266,17.534,0,22.634,0.3343914,8.9668,0,15.968,0.6061558,9.367,1,24.434,0,10.867,0,9.334,2,20.467,0.1017588,20.202,0.08396148,14.567,0.004396985,36.634,0.169598,55,51
283,0.6637931034,0.8357837931,317.1042764321,0.0512820513,0.625,0.733,9,4,25221,30251,16,2,2.0336618486,12.4337,1,11.5008,3,7.667,1,9.0338,0.2479062,9.2673,0.2493719,8.4338,0.5,5.8003,0.006909548,5.3668,0.5504606,6.2005,0.5,3.3002,0.2374372,26.7352,0.6545226,21.5012,1,9.3671,0.747278,9.8335,0.2506281,19.7674,2,9.0337,0,8.6337,2,8.7007,2,9.8672,2,7.967,0.6620603,8.468,0.1926298,4.8,0.3190955,6.6,1,4.668,0.9993719,8.934,0.3253769,11.133,0.001884422,11.367,1,7,1,7.367,0.9993719,7,0.6683417,6.433,0.6708543,7.1,0.6622697,3.6,0.9698492,6.334,1,8.134,0,17.301,0.1675042,29.935,0.005025126,8.8,2,6.434,0,5.5,1,20.701,0.08333334,14.834,0.04522613,27.468,0.5921273,23.701,0.06930486,17.168,0.1670854,14.867,0,27.47,0.08479899,43,57
284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26320,22243,NaN,NaN,-0.0495641747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7335,1,4.0333,0.5,3.2667,0.003140704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
285,0.6810344828,0.7365930148,333.49220095,0.425,0.667,0.567,NaN,NaN,15843,23017,0,10,0.2164241978,11.234,1,19.3008,2,7.3337,3,8.2003,0.741206,4.9002,0.9974874,6.2671,0.7581658,6.4339,0.5062814,4.3666,0.230737,8.034,0.9836683,7.2671,0.5,19.901,1,15.4008,0.7487437,16.2341,0.02721943,9.0004,0.5910804,15.1676,0,9.5674,0,7.5672,0,6.967,2,9.8339,3,6.6,0,4.601,0.9378141,4.5,1,5.067,0.9981156,3.733,0.995603,4.133,0.9329984,6.167,0.9767588,8.301,0.7958543,6.4,0.9880653,7.2,1,12.667,0.3316583,10.034,0.4570073,25.134,0.4660804,4.033,0.9836683,5.134,0.9905779,4.999,0.00879397,21.001,0.5,16.001,0.3312395,6.701,2,9.001,1,6.201,0.06469849,24.234,0.0318258,16.968,0.3132328,9.467,0,11.934,1,16.534,1,15.868,0.2361809,19.201,0.2719849,16,30
286,0.4913793103,0.6917028354,302.8794386498,0.1463414634,0.8,0.832,NaN,NaN,20699,24800,8,10,2.1259673847,8.3337,2,6.467,2,7.5338,2,6.8337,0.2139866,4.1674,0.9974874,5.8337,0.7619347,8.1671,0.2349246,8.6666,0.5025126,8.7671,1,3.3669,0,22.9684,0.5,10.5339,0.9949749,16.8343,1,8.1004,0.4951842,18.3005,4,9.534,0,13.3675,0,18.1007,0,8.601,1,6.401,0.3209799,4.8,0.3484087,3.9,0.2914573,5.8,0.02261307,9.634,1,6.634,1,6.134,0.9949749,9.868,0.6457286,5.834,0.9736181,5.333,0.6595477,11.901,1,8.267,0,4.534,0.6672949,4.7,1,4.967,1,8.3,1,12.068,0.9608459,16.668,0.406407,10.7,0,5.101,0,1.466,1,51.736,0.5,26.302,0.9396985,15.034,2,11.467,0.5,19.067,0.1815327,17.401,0.3410804,14.934,0.01444724,39,33
287,0.6724137931,0.8639466359,352.2716932148,0,0.668,0.966,7,5,24053,25060,12,5,2.84097101,11.634,2,10.134,2,10.2671,0,12.3341,0.4882747,8.8008,0.9752931,10.101,0.2525126,9.1033,0.7518844,8.4675,0.00942211,6.4336,0.7801508,5.1337,0.7523729,22.6015,0.4987437,12.2671,0.7453936,10.4668,0.2424623,15.8011,1,22.8009,4,11.3335,0,11.0006,0,7.1341,0,16.3008,4,6.767,0.1325377,6.667,0.1658292,6.9,0.1300251,5.267,0.06030151,3.6,0,8.9,0.6419598,14.369,1,6.568,0.6645728,18.768,0.5125628,17.434,1,10.368,0.6639447,5.167,0.3190955,10.268,0.01758794,9.134,0.2110553,9.001,0.3674623,4.733,0,44.202,0.1928392,34.268,0.01528476,8.167,0,7.734,0.7975293,7.7,0.3316583,70.17,0.02854549,19.068,0.02742881,51.269,0.06888609,19.235,0.4170854,33.335,0.5919179,17.734,0,55.903,0,49,61
288,0.6206896552,0.7694828256,268.3032373953,0.027027027,0.467,0.467,9,8,25359,24061,15,7,2.5021919144,9.1003,2,8.6337,2,6.6002,1,6.1001,0.7608878,7.0004,0.7047738,5.3664,0.2657035,3.8663,0.7650754,4.9335,0.4945561,3.8669,0.5056533,4.8001,0.5,8.6673,0.5,8.934,0.2518844,8.7672,0.5,7.1004,0.5,11.7673,2,11.0339,0,8.9005,0,9.6671,0,8.4341,2,5.567,1,5.433,0,4.067,0.3461055,6.1,0.464196,3.967,0.01570352,5.8,0.9945561,7.833,1,5.1,0.6746231,5.967,1,7.167,1,5.8,0.9815745,6.5,0,4.867,0.3153266,4.467,0.6616415,7.101,0.334799,5.9,0,12.967,0.1727387,19.834,0.1878141,14.067,2,6.334,1,6.834,0.3203517,18.418,0.2650754,10.467,0.251675,5.8,2,10.601,0.1746231,21.534,0.05653266,26.201,0.001884422,21.367,0.1693886,62,37
289,0.474137931,0.755857766,337.6437915858,0.25,0.899,0.5845,3,3,2832,3363,6,0,3.0469742222,11.2007,1,23.1011,2,6.1997,4,17.2681,0.01758794,30.268,0.004396985,51.0376,0.7619347,8.4672,1,6.301,1,7.8669,0.8835846,6.0671,0,9.4336,0.8994975,17.1007,0.7466499,10.034,0.9943467,9.1005,0.2443467,17.9676,2,14.1677,0,17.3668,0,5.6339,0,9.1338,3,7.868,0.125,16.068,0.3523869,7.167,0.330402,5.967,0.309464,7.301,0.3318677,3.8,1,12.201,1,15.135,1,56.803,0.7376466,6.968,0.116206,10.301,1,8.534,0.178392,5.867,0.6783919,7.234,0.9918342,5.4,0,4.966,0.2531407,38.0021,1,16,0.1723199,11.767,2,5.267,0.3358459,8.934,1,70.17,0.1702261,14.368,0.1670854,13.601,2,12.167,1,21.101,0.2154523,15.635,0.5010469,27.034,0.1700168,54,19
290,0.7327586207,0.7571547656,294.0587903186,0.075,0.499,0.516,5,3,25960,28985,12,1,NaN,9.4338,1,13.9002,2,8.0336,0,11.8,0,44.4692,0.9937186,11.8019,0.245603,12.7674,0.2361809,NaN,NaN,NaN,NaN,NaN,NaN,14.5678,1,12.0007,0.5025126,14.2335,0.7661223,8.3669,0.9415829,20.7674,4,8.6335,0,9.0007,0,5.8337,2,27.168,3,5.567,0.3253769,7.167,0.3241206,6.834,0.03266332,5.401,0.326005,4.5,0.2768007,5.066,0.9849246,6.434,0.9962311,7.601,1,8.767,1,9.334,1,6.767,0.9874372,7.634,0,4.368,0.334799,4.601,0.6821608,4.767,0,5.267,0.0006281407,27.002,0.1658292,17.267,0.08354271,7.7,2,5.434,0.6463568,7.433,0.2355528,33.568,0.04145729,13.734,0.01193467,13.469,0.2047739,13,0.5843802,19.834,0.06344221,15.334,0,20.102,0.2218733,64,34
291,0.4655172414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31742,30933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
292,0.4827586207,0.1858836892,362.9764852076,0.2368421053,2.665,6.934,3,4,29148,30427,13,0,NaN,10.9008,1,9.301,2,7.8007,1,19.0342,0,12.868,0.1685511,11.667,0.4981156,7.3333,0.7443467,NaN,NaN,NaN,NaN,NaN,NaN,14.5678,0.3858878,10.334,0.001256281,8.3338,0.5,90.455,0.9415829,16.4339,1,12.3007,0,9.1343,0,8.6004,0,21.267,2,6.9,0.3234925,8.767,0.3951005,6.267,0.5,13.134,0.3375209,3.867,0.01193467,5.867,1,10.367,0.506072,7.201,0.6538945,19.733,1,6.968,0.6614321,13.134,1,6.4,0.339196,5.602,0.3222362,5.667,0.6733668,6.834,0.6727387,7.134,0,15.168,0.08605528,18.768,0.178392,7.1,2,4.168,0.3329146,10.1,1,24.168,0.08284477,14.5,0.1036432,13.634,1.50335,11.5,0.1601759,16.134,0,15.067,0.001884422,31.669,0.07349246,61,43
293,0.6551724138,0.6633739261,307.9459241879,0.1627906977,0.453,0.532,0,4,31742,32361,7,11,4.3987527326,14.3678,1,10.1671,1,7.4672,2,12.9011,0.7562814,6.2337,1,7.1338,0.9930905,4.867,0.2286432,12.1005,0.7644472,5.9002,0.2508375,6.1003,0.2525126,16.9014,0.7562814,9.9006,0.5,15.1007,0.7562814,12.6674,1,16.0005,4,10.1,0,8.0675,0,5.5669,0,9.8661,4,5.233,1,6.467,1,7.334,1,7.033,1,9.934,1,5.667,0.522613,15.934,0.9748744,15.101,0.8385679,7.8,0.9886935,9.668,0.4930905,6.467,0.9893216,7.901,0.2489531,4.334,0.3153266,5.801,0.334799,7.367,1,4.968,0.9874372,20.768,0.92567,19.534,0.07788945,8.8,2,6.467,0.9993719,7.633,0.9981156,12.8,0.5,13.967,0.1080402,8.033,2,23.334,0.3379397,14.467,1,15.068,0.682789,18.668,0,28,28
294,0.6896551724,0.670312098,288.8818483103,0.1489361702,0.433,0.599,6,7,32029,32361,12,8,3.1564609697,10.1008,1,9.0999,2,6.5668,1,7.2005,0.5,4.8002,0.7380653,9.5341,0.5,8.6335,0.7041457,7.167,0.7468593,5.6005,0,4.8003,0,12.1676,0.4997906,8.2336,0.004396985,8.4671,1,7.4004,0.02826633,25.8015,0,8.668,0,6.5336,0,12.1007,0,8.4673,1,4.6,0.3027638,6.133,1,3.333,0.6765075,6.6,0.665201,4.467,0.3385679,4.8,0.6658291,6.834,0.6645728,6.801,0.673995,5.167,0.6626884,5.468,0.6809045,5.567,0.6670854,6.3,0,4.367,0.343593,4.7,0.3297739,4.834,0.6614321,5.833,0.001884422,12.967,0.3337521,19.834,0.06721105,7.167,2,8.367,0.3486181,8.367,0.3712312,21.134,0.1721106,11.301,0.08403128,8.667,2,25.769,0.5424344,15.901,0.1677136,17.934,0.006909548,14.434,0.2028894,42,46
295,0.5086206897,0.9891242681,469.9316417642,0.0833333333,1.267,0.367,6,3,NaN,NaN,9,10,2.9789854288,10.6339,1,8.4341,2,9.5337,1,15.7008,0,10.2327,0,11.9673,0,13.767,0.5458543,12.4344,0.00942211,7.2671,1,7.6671,0.0169598,15.0676,0.01067839,19.334,0.2437186,11.868,0.4987437,23.8012,0.4976968,23.968,1,11.1342,2,161.7741,0,9.034,2,15.5008,4,5.934,0.330402,9.767,0.6306533,10.234,0.2920854,11.268,0.6501256,7.5,0.006909548,15.701,0.3856784,9.634,0,8.735,0.3165829,12.533,0,10.367,0.3366834,10.368,0,11.368,0.07160804,8.134,0.1915829,9.6,0.5471106,4.067,0.339196,18.567,0.06030151,16.168,0,19.7678,0.0910804,8.9668,2,7.467,0.25,10.267,0.4187605,11.267,0.08103015,8.963,0.08061139,14.166,1.223618,28.635,0.991206,24.834,0.01130653,20.167,0,15.168,0.2218733,30,30
296,0.6637931034,0.6119891246,383.313702631,0.45,0.633,0.634,1,5,15716,22571,11,5,3.1735388576,13.8672,1,8.8336,2,11.534,3,7.4005,0,4.8672,0.9886935,6.0998,0.754397,3.9338,0.006909548,7.4339,1,7.0341,0.5100502,3.7999,0.005025126,13.4343,0.745603,8.2003,0.508794,8.6003,0.9937186,7.1671,0,8.8678,4,8.5004,0,7.4007,0,5.7992,0,9.8005,3,9.701,0.9949749,9.534,0.1092965,9.101,0.3253769,11.601,1,9.634,0.4874372,5.334,0.9981156,9.201,1,10.067,0.6645728,9.5669,0.6626884,6.534,0.3316583,7.234,1,8.967,0.5081658,6.301,0.02261307,5.666,0.9949749,5.233,1,8.068,0.6551508,23.202,1,18.167,0.1660385,6.7,0,5.901,0.00942211,5.4,1,10.334,0.1647823,14.767,0,9.168,0.01130653,14.034,1,14.867,1,20.801,1,14.172,0.3569933,57,46
297,0.6724137931,0.3558649035,331.9283597502,0.2,0.75,0.5,8,6,18774,18535,6,3,2.8432922611,11.7338,2,12.1004,2,6.7335,1,8.6671,0.9849246,15.2007,0.7506281,5.0004,0.9949749,5.2334,0,4.4342,0.7474874,5.3336,1,7.5338,0,9.7467,0.7487437,9.7673,0.2374372,9.6004,0.9905779,15.7342,0.5301508,8.8678,4,9.7004,0,11.6328,0,6.8003,0,11.7674,1,7.633,0.3316583,5.568,0,5.633,0.007537689,5.934,0,8,0.005025126,22.301,0.5069095,6.901,1,7.667,0.8335427,8.201,0.9792714,6.133,1,9.034,0.6752512,5.201,0,5.5,0.6804858,3.934,1,4.4999,0.6658291,4.667,0.3442211,14.834,0.0138191,32.002,0.008165829,6.867,0,14.868,1,10.233,0.334799,34.002,0.2487437,10.133,0.1665271,14.034,1.997487,16.301,0.05443886,23.402,0.1645729,18.101,0,27.401,0,44,33
